name,threads,run_date,total_time_process,total_time_cpu,comment,success,datadir,db,runno
h20,48,16/08/2023 14:42:43,940.8920102090342,7777.598140011949,,True,../fanniemae-benchmark/sf500,polars-streaming,2
h22,48,16/08/2023 14:43:02,19.318015892989933,204.9543333479669,,True,../fanniemae-benchmark/sf500,polars-streaming,2
h01,48,16/08/2023 14:44:20,77.50694343703799,2651.9980731380056,,True,../fanniemae-benchmark/sf500,polars-streaming,3
h02,48,16/08/2023 14:44:24,4.261848864960484,82.71541153098224,,True,../fanniemae-benchmark/sf500,polars-streaming,3
h04,48,16/08/2023 14:48:15,231.4067856380716,9490.228714572033,,True,../fanniemae-benchmark/sf500,polars-streaming,3
h05,48,16/08/2023 14:58:20,605.0426431639353,26090.809623151028,,True,../fanniemae-benchmark/sf500,polars-streaming,3
h10,48,16/08/2023 15:50:23,3122.9151520000305,85314.37200895196,,True,../fanniemae-benchmark/sf500,polars-streaming,3
h11,48,16/08/2023 16:00:39,615.3532780520618,2661.814611801994,,True,../fanniemae-benchmark/sf500,polars-streaming,3
h14,48,16/08/2023 16:01:59,80.73469005606603,943.8383567670244,,True,../fanniemae-benchmark/sf500,polars-streaming,3
h15,48,16/08/2023 16:02:24,24.81377331202384,602.4483058680198,,True,../fanniemae-benchmark/sf500,polars-streaming,3
h16,48,16/08/2023 16:03:06,41.47038283001166,1017.9729656050331,,True,../fanniemae-benchmark/sf500,polars-streaming,3
h19,48,16/08/2023 16:06:48,222.13980126508977,4497.927645740972,,True,../fanniemae-benchmark/sf500,polars-streaming,3
h20,48,16/08/2023 16:22:27,939.6156873779837,7770.889280148025,,True,../fanniemae-benchmark/sf500,polars-streaming,3
h22,48,16/08/2023 16:22:47,19.202708057011478,201.37523106101435,,True,../fanniemae-benchmark/sf500,polars-streaming,3
h01,48,16/08/2023 16:24:06,79.62827009696048,2639.6124096260173,,True,../fanniemae-benchmark/sf500,polars-streaming,4
h02,48,16/08/2023 16:24:11,5.188020545989275,70.61566077900352,,True,../fanniemae-benchmark/sf500,polars-streaming,4
h04,48,16/08/2023 16:28:03,231.60379703901708,9498.340392870014,,True,../fanniemae-benchmark/sf500,polars-streaming,4
h05,48,16/08/2023 16:38:10,606.4364681999432,26127.134461999987,,True,../fanniemae-benchmark/sf500,polars-streaming,4
h10,48,16/08/2023 17:30:15,3125.023690733011,85273.19979903795,,True,../fanniemae-benchmark/sf500,polars-streaming,4
h11,48,16/08/2023 17:40:30,615.4273471600609,2677.5600225509843,,True,../fanniemae-benchmark/sf500,polars-streaming,4
h14,48,16/08/2023 17:41:45,74.85139815497678,916.8542772479123,,True,../fanniemae-benchmark/sf500,polars-streaming,4
h15,48,16/08/2023 17:42:14,28.777560728020035,562.8345981959719,,True,../fanniemae-benchmark/sf500,polars-streaming,4
h16,48,16/08/2023 17:42:55,41.48252325702924,1013.131105724955,,True,../fanniemae-benchmark/sf500,polars-streaming,4
h19,48,16/08/2023 17:46:37,221.62103755492717,4512.694106700947,,True,../fanniemae-benchmark/sf500,polars-streaming,4
h20,48,16/08/2023 18:02:13,936.7881136490032,7763.565495537943,,True,../fanniemae-benchmark/sf500,polars-streaming,4
h22,48,16/08/2023 18:02:33,19.268909318954684,204.78050575207453,,True,../fanniemae-benchmark/sf500,polars-streaming,4
