name,threads,run_date,total_time_process,total_time_cpu,comment,success,datadir,db,runno
h04,48,29/07/2023 14:04:05,6.305270210999879,55.67995830799964,,True,../fanniemae-benchmark/sf10,polars,3
h05,48,29/07/2023 14:04:12,6.628577863999453,56.76945081199983,,True,../fanniemae-benchmark/sf10,polars,3
h06,48,29/07/2023 14:04:17,5.16492130000006,41.77242332500009,,True,../fanniemae-benchmark/sf10,polars,3
h07,48,29/07/2023 14:04:25,7.768752740999844,58.935525677999976,,True,../fanniemae-benchmark/sf10,polars,3
h08,48,29/07/2023 14:04:32,6.89556731599987,56.885143355999844,,True,../fanniemae-benchmark/sf10,polars,3
h09,48,29/07/2023 14:04:43,10.897801060000347,133.01705967399994,,True,../fanniemae-benchmark/sf10,polars,3
h10,48,29/07/2023 14:04:49,6.880147799000042,60.66807591399993,,True,../fanniemae-benchmark/sf10,polars,3
h11,48,29/07/2023 14:04:51,1.3074526489999698,10.979211704000136,,True,../fanniemae-benchmark/sf10,polars,3
h12,48,29/07/2023 14:04:58,6.996910449999632,55.720409408999785,,True,../fanniemae-benchmark/sf10,polars,3
h13,48,29/07/2023 14:05:02,4.333602733999214,38.849371994000194,,True,../fanniemae-benchmark/sf10,polars,3
h14,48,29/07/2023 14:05:07,5.412671035999665,43.433763636000094,,True,../fanniemae-benchmark/sf10,polars,3
h15,48,29/07/2023 14:05:13,5.124370768000517,42.34368285800019,,True,../fanniemae-benchmark/sf10,polars,3
h16,48,29/07/2023 14:05:14,1.530426997000177,11.571705442000166,,True,../fanniemae-benchmark/sf10,polars,3
h17,48,29/07/2023 14:05:20,5.9718737690000125,69.9950188949997,,True,../fanniemae-benchmark/sf10,polars,3
h18,48,29/07/2023 14:05:28,7.640436397001395,68.63518044300008,,True,../fanniemae-benchmark/sf10,polars,3
h19,48,29/07/2023 14:05:34,6.0894532069996785,47.62630404899983,,True,../fanniemae-benchmark/sf10,polars,3
h20,48,29/07/2023 14:05:40,6.473982327999693,58.218456195999806,,True,../fanniemae-benchmark/sf10,polars,3
h21,48,29/07/2023 14:05:53,12.841064747999553,228.47630154699982,,True,../fanniemae-benchmark/sf10,polars,3
h22,48,29/07/2023 14:05:55,1.8920012620001216,17.52505506899979,,True,../fanniemae-benchmark/sf10,polars,3
h01,48,29/07/2023 14:06:02,7.358856061000552,90.27317641800028,,True,../fanniemae-benchmark/sf10,polars,4
h02,48,29/07/2023 14:06:04,1.3071882559997903,10.358929030999661,,True,../fanniemae-benchmark/sf10,polars,4
h03,48,29/07/2023 14:06:11,7.102068848000272,56.43985493500031,,True,../fanniemae-benchmark/sf10,polars,4
h04,48,29/07/2023 14:06:17,6.3509989800004405,56.09744871800012,,True,../fanniemae-benchmark/sf10,polars,4
h05,48,29/07/2023 14:06:24,6.81242898399978,57.273424787000295,,True,../fanniemae-benchmark/sf10,polars,4
h06,48,29/07/2023 14:06:29,5.1952578269992955,41.84325678300047,,True,../fanniemae-benchmark/sf10,polars,4
h07,48,29/07/2023 14:06:37,7.706624804999592,58.915939896000054,,True,../fanniemae-benchmark/sf10,polars,4
h08,48,29/07/2023 14:06:44,6.923061150999274,56.95514741199986,,True,../fanniemae-benchmark/sf10,polars,4
h09,48,29/07/2023 14:06:55,10.968270421999478,133.1484032039998,,True,../fanniemae-benchmark/sf10,polars,4
h10,48,29/07/2023 14:07:02,7.1129199839997455,61.215288798000074,,True,../fanniemae-benchmark/sf10,polars,4
h11,48,29/07/2023 14:07:03,1.2654640000000654,11.213285206000364,,True,../fanniemae-benchmark/sf10,polars,4
h12,48,29/07/2023 14:07:10,6.99055306199989,56.02507451600013,,True,../fanniemae-benchmark/sf10,polars,4
h13,48,29/07/2023 14:07:14,4.384413018999112,38.54791768500036,,True,../fanniemae-benchmark/sf10,polars,4
h14,48,29/07/2023 14:07:20,5.396102258999235,42.85891504099982,,True,../fanniemae-benchmark/sf10,polars,4
h15,48,29/07/2023 14:07:25,5.144951238000431,42.29503748700063,,True,../fanniemae-benchmark/sf10,polars,4
h16,48,29/07/2023 14:07:26,1.4751187559995742,11.491521367999667,,True,../fanniemae-benchmark/sf10,polars,4
h17,48,29/07/2023 14:07:33,6.010143966999749,70.62130501499996,,True,../fanniemae-benchmark/sf10,polars,4
h18,48,29/07/2023 14:07:40,7.559494409000763,67.72210555099991,,True,../fanniemae-benchmark/sf10,polars,4
h19,48,29/07/2023 14:07:46,6.121488069999032,47.40044619599939,,True,../fanniemae-benchmark/sf10,polars,4
h20,48,29/07/2023 14:07:53,6.498829964999459,58.53802299000017,,True,../fanniemae-benchmark/sf10,polars,4
h21,48,29/07/2023 14:08:05,11.836369844000728,180.24834672100042,,True,../fanniemae-benchmark/sf10,polars,4
h22,48,29/07/2023 14:08:06,1.9136039440018067,16.864683848999448,,True,../fanniemae-benchmark/sf10,polars,4
